0.03	0.76
0.04	0.71
0.03	0.76
0.05	0.77
0.03	0.76
0.02	0.77
0.05	0.76
0.04	0.78
0.02	0.75
0.03	0.78
0.05	0.8
0.04	0.79
0.05	0.73
0.03	0.83
0.03	0.84
0.04	0.79
0.03	0.81
0.02	0.87
0.03	0.89
0.03	0.91
0.03	0.93
0.04	0.95
0.02	0.91
0.05	0.94
0.03	0.94
0.04	0.94
0.03	0.96
0.03	0.96
0.03	0.91
0.04	0.94
0.02	0.97
0.02	0.94
0.03	0.92
0.04	0.96
0.04	0.94
0.04	0.94
0.03	0.92
0.03	0.97
0.03	0.93
0.04	0.93
0.02	0.94
0.03	0.93
0.04	0.93
0.03	0.95
0.04	0.95
0.04	0.9
0.03	0.93
0.03	0.96
0.03	0.95
0.03	0.95
0.03	0.93
0.03	0.95
0.03	0.94
0.03	0.98
0.03	0.93
0.04	0.97
0.03	0.93
0.02	0.66
